순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분,연도,전국 매출액(만 단위)
4695,아버지의 길,스르단 고루보비치,,(재)전주국제영화제조직위원회,(주)엣나인필름,2021-09-30,개봉영화,장편,기타,34,30562950,3956,18241410,2193,드라마,12,독립/예술영화,2021,30562
4696,투 나잇 스탠드,맥스 니콜스,,(주)우성엔터테인먼트,와이드 릴리즈(주),2015-05-07,개봉영화,장편,미국,47,32489500,3954,18061500,2182,멜로/로맨스,19,독립/예술영화,2015,32489
4697,런던시계탑 밑에서 사랑을 찾을 확률,벤 팔머,,판씨네마(주),판씨네마(주),2016-01-28,개봉영화,장편,영국,3,30120000,3948,30120000,3948,코미디,15,일반영화,2016,30120
4698,파이어프루프-사랑의 도전,알렉스 켄드릭,,크로스픽쳐스(주),"크로스픽쳐스(주),(주)허리우드극장",2009-09-18,개봉영화,장편,미국,3,20143965,3933,19843000,3874,드라마,전체,일반영화,2009,20143
4699,"러브 어페어: 우리가 말하는 것, 우리가 하는 것",엠마누엘 무레,,주식회사 슈아픽처스,주식회사 슈아픽처스,2021-11-11,개봉영화,장편,프랑스,32,33227440,3929,23305440,2643,드라마,15,독립/예술영화,2021,33227
4700,블랙 아이스,페트리 코트비카,,(주)케이앤엔터테인먼트,프리비젼엔터테인먼트,2009-04-23,개봉영화,장편,핀란드,2,28508944,3929,27860000,3834,드라마,19,독립/예술영화,2009,28508
4701,거룩한 분노,페트라 볼프,,시네마 뉴원,시네마 뉴원,2018-06-28,개봉영화,장편,스위스,24,30413400,3926,20544700,2451,드라마,12,독립/예술영화,2018,30413
4702,복지식당,"정재익,서태수",제주에스엘(주),,㈜인디스토리,2022-04-14,개봉영화,장편,한국,53,32528600,3924,18776600,2182,드라마,12,독립/예술영화,2022,32528
4703,증발,김성민,미들,,㈜인디스토리,2020-11-12,개봉영화,장편,한국,35,28672300,3922,17390100,2154,다큐멘터리,전체,독립/예술영화,2020,28672
4704,쁘떼뜨,마틴 슈라이어,,(주)고맙습니다 사랑합니다,예지림엔터테인먼트,2021-03-10,개봉영화,장편,독일,105,33256200,3915,14999100,1737,멜로/로맨스,12,독립/예술영화,2021,33256
4705,태어나길 잘했어,최진영,대장정,,그린나래미디어(주),2022-04-14,개봉영화,장편,한국,50,33742300,3907,21283600,2413,드라마,12,독립/예술영화,2022,33742
4706,극장판: 타이거 앤 버니,요네타니 요시토모,,씨너스엔터테인먼트(주),"㈜T-JOY,씨너스엔터테인먼트(주)",2013-02-28,개봉영화,장편,일본,25,25616000,3906,18004000,2761,애니메이션,전체,일반영화,2013,25616
4707,요시토모 나라와의 여행,사카베 코지,,(주)스폰지이엔티,(주)스폰지이엔티,2008-12-24,개봉영화,장편,일본,1,26932383,3903,25444500,3662,다큐멘터리,전체,독립/예술영화,2008,26932
4708,원피스 : 에피소드 오브 메리 ~ 또 하나의 동료 이야기 ~,토코로 카츠미,,얼리버드,와이드 릴리즈(주),2014-08-28,개봉영화,장편,일본,79,28590200,3902,7453000,950,애니메이션,15,독립/예술영화,2014,28590
4709,랜드,로빈 라이트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2021-03-17,개봉영화,장편,미국,25,25638900,3897,18971100,3102,드라마,12,독립/예술영화,2021,25638
4710,"1789, 바스티유의 연인들",정성복,(주)패뷸러스,,유니버설픽쳐스인터내셔널 코리아(유),2014-09-18,개봉영화,장편,한국,35,67308500,3892,41783500,2359,뮤지컬,전체,일반영화,2014,67308
4711,사랑과 어둠의 이야기,나탈리 포트만,,(주)유로커뮤니케이션,(주)유로커뮤니케이션,2016-09-01,개봉영화,장편,미국,40,29272700,3891,16868600,2102,드라마,12,독립/예술영화,2016,29272
4712,스트롱거,데이빗 고든 그린,,(주)올스타엔터테인먼트,(주)올스타엔터테인먼트,2019-06-27,개봉영화,장편,미국,38,29165940,3889,15992940,1986,드라마,15,독립/예술영화,2019,29165
4713,참새들의 합창,마지드 마지디,마지드 마지디,유니코리아문예투자(주),유니코리아문예투자(주),2010-05-05,개봉영화,장편,이란,5,28147426,3889,19553500,2634,드라마,전체,일반영화,2010,28147
4714,퍼스트 러브,미이케 다카시,,"(주)도키엔터테인먼트,와이드 릴리즈(주)",와이드 릴리즈(주),2020-12-17,개봉영화,장편,일본,79,33720500,3883,19220950,2131,범죄,19,독립/예술영화,2020,33720
4715,생각보다 맑은,한지원,Studio Allo,,"애니메이션 배급, 씨앗,㈜인디스토리",2015-01-22,개봉영화,장편,한국,17,27393900,3881,22611900,3139,애니메이션,12,독립/예술영화,2015,27393
4716,미후네,소렌 크라그-야콥센,,㈜영화사 백두대간,㈜영화사 백두대간,2008-11-20,개봉영화,장편,덴마크,3,28663987,3879,28560000,3865,드라마,19,독립/예술영화,2008,28663
4717,더 컨트랙터,타릭 살레,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2022-04-28,개봉영화,장편,미국,161,38530610,3877,14026510,1386,액션,15,일반영화,2022,38530
4718,우리 의사 선생님,니시카와 미와,"반다이비쥬얼컴패니,덴츠,에이세이 게키요,TV 맨 유니온",(주)영화사 진진,(주)영화사 진진,2010-04-29,개봉영화,장편,일본,3,28146918,3868,25137000,3388,드라마,12,독립/예술영화,2010,28146
4719,칼라스 포에버,프랑코 제피렐리,,판씨네마(주),판씨네마(주),2007-12-27,개봉영화,장편,이탈리아,1,98471,3862,0,3784,드라마,12,독립/예술영화,2007,98
4720,"나의 아들, 나의 어머니",안재민,"창작집단917,민프로덕션",,(주)인디플러그,2015-12-17,개봉영화,장편,한국,24,27382300,3860,7922500,1055,다큐멘터리,전체,독립/예술영화,2015,27382
4721,여자의 일생,스테판 브리제,,그린나래미디어(주),그린나래미디어(주),2017-04-06,개봉영화,장편,프랑스,19,26746100,3860,16663500,2230,멜로/로맨스,15,독립/예술영화,2017,26746
4722,하드데이,필립 슈톨츨,,(주)월드시네마,(주)마인스 엔터테인먼트,2014-01-16,개봉영화,장편,미국,50,27100000,3852,11166000,1549,액션,15,일반영화,2014,27100
4723,레이스,스티븐 홉킨스,,(주)우성엔터테인먼트,(주)영화사 빅,2016-05-25,개봉영화,장편,캐나다,62,28867900,3849,16725400,2115,드라마,12,독립/예술영화,2016,28867
4724,언프리티 소셜 스타,맷 스파이서,,(주)엔케이컨텐츠,(주)디스테이션,2018-02-22,개봉영화,장편,미국,142,29438700,3849,16532500,2055,코미디,15,독립/예술영화,2018,29438
4725,탠저린,션 베이커,,(주)미로스페이스,"(주)미로스페이스,(주)드림팩트엔터테인먼트",2018-01-25,개봉영화,장편,미국,16,29992500,3844,25157500,3125,코미디,19,독립/예술영화,2018,29992
4726,집오리와 들오리의 코인로커,나카무라 요시히로,,시네마밸리,프리비젼엔터테인먼트,2008-08-28,개봉영화,장편,일본,2,26377500,3842,22690000,3149,미스터리,15,독립/예술영화,2008,26377
4727,나는 조선사람입니다,김철민,"엠앤씨에프,다큐창작소,(주)영화사진",,"㈜인디스토리,엠앤씨에프",2021-12-09,개봉영화,장편,한국,23,33227070,3841,17096200,1858,다큐멘터리,12,독립/예술영화,2021,33227
4728,리미츠 오브 컨트롤,짐 자무시,포커스피쳐스,(주)스폰지이엔티,(주)스폰지이엔티,2010-08-12,개봉영화,장편,미국,7,28107804,3841,25692500,3446,드라마,15,독립/예술영화,2010,28107
4729,부니베어: 애들이 줄었어요,정량,,(주)영화공간,(주)라이크콘텐츠,2021-10-07,개봉영화,장편,중국,154,31286300,3839,3663400,401,애니메이션,전체,독립/예술영화,2021,31286
4730,소림사 2014,나영창,,(주)소나무픽쳐스,(주)소나무픽쳐스,2014-08-28,개봉영화,장편,중국,21,10830000,3834,3090000,1459,드라마,19,독립/예술영화,2014,10830
4731,마테호른,디데릭 에빙어,,(재)전주국제영화제조직위원회,(재)전주국제영화제조직위원회,2014-01-09,개봉영화,장편,네덜란드,11,24809500,3833,16224500,2176,드라마,15,독립/예술영화,2014,24809
4732,업사이드 다운,김동빈,프로젝트 투게더,,(주)시네마달,2016-04-14,개봉영화,장편,한국,22,26397000,3833,14536000,1985,다큐멘터리,12,독립/예술영화,2016,26397
4733,산다,박정범,"세컨드윈드 필름,(유)산다문화산업전문회사",,(주)리틀빅픽쳐스,2015-05-21,개봉영화,장편,한국,33,29754200,3829,21686200,2673,드라마,19,독립/예술영화,2015,29754
4734,아프리카의 눈물,"장형원,한학수",(주)MBC,,주식회사 마운틴픽쳐스,2011-03-24,개봉영화,장편,한국,36,27500000,3824,14719000,2055,다큐멘터리,12,독립/예술영화,2011,27500
4735,콰이어트 룸에서 만나요,마츠오 스즈키,,(주)스폰지이엔티,(주)스폰지이엔티,2008-08-28,개봉영화,장편,일본,2,25597500,3824,23314500,3436,코미디,15,독립/예술영화,2008,25597
4736,사랑해! 진영아,이성은,"㈜인디스토리,(주)어뮤즈엔터테인먼트",,"㈜인디스토리,(주)인디플러그",2013-11-07,개봉영화,장편,한국,79,26852000,3823,15112000,2032,드라마,15,독립/예술영화,2013,26852
4737,그라운드의 이방인,김명준,㈜인디스토리,,㈜인디스토리,2015-03-19,개봉영화,장편,한국,28,24944000,3822,17870500,2659,다큐멘터리,전체,독립/예술영화,2015,24944
4738,서서 자는 나무,송인선,미카필름,,주식회사 마운틴픽쳐스,2010-12-09,개봉영화,장편,한국,13,29303433,3820,19049500,2421,멜로/로맨스,전체,독립/예술영화,2010,29303
4739,식구,임영훈,동우하 팩토리,,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",2018-07-12,개봉영화,장편,한국,52,30175400,3816,20260600,2444,드라마,15,독립/예술영화,2018,30175
4740,오월愛,김태일,상구네 필름,,시네마달,2011-05-12,개봉영화,장편,한국,17,26642500,3810,17458500,2325,다큐멘터리,전체,독립/예술영화,2011,26642
4741,보테로,돈 밀러,,(주)마노엔터테인먼트,(주)마노엔터테인먼트,2020-09-24,개봉영화,장편,캐나다,34,31301840,3805,21537040,2406,다큐멘터리,전체,독립/예술영화,2020,31301
4742,제이니 존스,데이빗 M. 로젠탈,,주식회사 풍경소리,프리비젼엔터테인먼트,2012-08-23,개봉영화,장편,미국,20,25580000,3794,15078500,2193,드라마,15,독립/예술영화,2012,25580
4743,마린,멜라니 로랑,,프리비젼엔터테인먼트,프리비젼엔터테인먼트,2012-12-06,개봉영화,장편,프랑스,13,28061500,3788,19567000,2491,드라마,19,독립/예술영화,2012,28061
4744,워스,사라 코랑겔로,,미디어소프트,(주)홈초이스,2021-07-21,개봉영화,장편,미국,65,34040020,3782,20651310,2179,드라마,12,독립/예술영화,2021,34040
4745,이니시에이션 러브,츠츠미 유키히코,,(주)해머픽쳐스,(주)박수엔터테인먼트,2016-03-17,개봉영화,장편,일본,120,29475000,3781,11815500,1475,멜로/로맨스,12,일반영화,2016,29475
4746,황금시대,"최익환,윤성호,이송희일,채기,김영남,김성호,남다정,양해훈",㈜인디스토리,,"㈜인디스토리,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)",2009-09-10,개봉영화,옴니버스,한국,18,27121339,3779,22300500,3030,드라마,15,독립/예술영화,2009,27121
4747,청춘학당 : 풍기문란 보쌈 야사,도창훈,"(주)영화사히트,(주)블루아이엔터테인먼트",,(주)박수엔터테인먼트,2014-03-27,개봉영화,장편,한국,57,26637900,3772,9463500,1374,멜로/로맨스,19,일반영화,2014,26637
4748,옹녀뎐,경석호,영화사 인연,,(주)소나무픽쳐스,2014-08-21,개봉영화,장편,한국,21,10197000,3765,3127000,1466,멜로/로맨스,19,일반영화,2014,10197
4749,나는 다른 언어로 꿈을 꾼다,에르네스토 콘트레라스,,에이케이엔터테인먼트(주),아이 엠,2019-03-07,개봉영화,장편,멕시코,21,27836910,3761,19084810,2395,드라마,15,독립/예술영화,2019,27836
4750,용길이네 곱창집,정의신,,(주)퍼스트런,(주)영화사 그램,2020-03-12,개봉영화,장편,일본,93,30463160,3753,14769500,1846,드라마,15,독립/예술영화,2020,30463
4751,투와이스 본,세르지오 카스텔리토,,,주식회사 디에스이이디,2014-10-30,개봉영화,장편,이탈리아,32,28249700,3753,14228400,1827,드라마,19,독립/예술영화,2014,28249
4752,위층여자,이찬욱,RGB,,노바엔터테인먼트,2014-10-29,개봉영화,장편,한국,20,18962000,3739,8869000,1700,멜로/로맨스,19,일반영화,2014,18962
4753,맨헌트,오우삼,,주식회사 풍경소리,주식회사 풍경소리,2018-01-25,개봉영화,장편,중국,55,28457500,3738,18718000,2513,액션,15,독립/예술영화,2018,28457
4754,조지 해리슨,마틴 스코세이지,,(주)영화사 조제,(주)영화사 조제,2012-07-19,개봉영화,장편,미국,3,29895600,3737,26401600,3181,다큐멘터리,12,독립/예술영화,2012,29895
4755,초감각 커플,김형주,(주)크로스필름,,필름메신저,2008-11-27,개봉영화,장편,한국,6,24646130,3733,13869000,2023,멜로/로맨스,12,일반영화,2008,24646
4756,카오산 탱고,김범삼,,,(주)영화사 그램,2020-07-30,개봉영화,장편,한국,45,30281860,3731,21987460,2483,드라마,12,독립/예술영화,2020,30281
4757,어머니,태준식,어머니 제작위원회,,㈜인디스토리,2012-04-05,개봉영화,장편,한국,19,25321400,3730,17060400,2399,다큐멘터리,12,독립/예술영화,2012,25321
4758,1월의 두 얼굴,호세인 아미니,,(주)누리픽쳐스,(주)영화사 진진,2014-09-11,개봉영화,장편,영국,45,26747300,3720,15988500,2145,스릴러,15,독립/예술영화,2014,26747
4759,철원기행,김대환,"(주)타이거시네마,DGC",,주식회사 디에스이이디,2016-04-21,개봉영화,장편,한국,29,26063600,3714,13829000,1817,드라마,12,독립/예술영화,2016,26063
4760,사랑에 빠진 것처럼,압바스 키아로스타미,,(주)영화사 조제,(주)영화사 조제,2013-10-17,개봉영화,장편,프랑스,17,28270500,3712,20961500,2621,드라마,15,독립/예술영화,2013,28270
4761,미스터 하이네켄,다니엘 알프레드슨,,(주)시네마리퍼블릭,(주)스톰픽쳐스코리아,2015-09-17,개봉영화,장편,영국,54,29494300,3711,20014100,2402,액션,15,독립/예술영화,2015,29494
4762,아웃사이더,브라이언 A 밀러,,(주)미디어데이,(주)미디어데이,2015-06-21,개봉영화,장편,미국,2,18555000,3711,18555000,3711,액션,15,일반영화,2015,18555
4763,뮤지컬 쉬 러브즈 미,토드 하이메스,,C 무비,C 무비,2017-07-06,개봉영화,장편,미국,45,27428100,3709,16578000,2176,공연,전체,일반영화,2017,27428
4764,디아틀로프,레니 할린,,(주)드림웨스트픽쳐스,(주)팝엔터테인먼트,2013-06-13,개봉영화,장편,미국,41,25555500,3707,10609500,1493,스릴러,15,일반영화,2013,25555
4765,델타 보이즈,고봉수,,,㈜인디스토리,2017-06-08,개봉영화,장편,한국,28,26490600,3705,17195000,2204,드라마,15,독립/예술영화,2017,26490
4766,잘리카투,,,주식회사 슈아픽처스,주식회사 슈아픽처스,2021-08-05,개봉영화,장편,기타,45,32031470,3704,17101570,1945,액션,15,독립/예술영화,2021,32031
4767,악인,이상일,,(주)도키엔터테인먼트,주식회사 마운틴픽쳐스,2011-06-09,개봉영화,장편,일본,26,27535500,3703,18036500,2315,드라마,19,독립/예술영화,2011,27535
4768,마셰티,"로버트 로드리게즈,에단 마니퀴스",,㈜코리아스크린,(주)화앤담이엔티,2011-04-21,개봉영화,장편,미국,35,27981000,3702,14390500,1845,액션,19,일반영화,2011,27981
4769,신비아파트 뮤지컬 시즌3 : 뱀파이어왕의 비밀,김종해,(주)씨제이이엔엠,,(주)씨제이이엔엠,2021-05-22,개봉영화,장편,한국,55,54186000,3700,10318000,738,공연,전체,일반영화,2021,54186
4770,은혼2: 규칙은 깨라고 있는 것,후쿠다 유이치,,(주)미디어캐슬,메가박스중앙(주)플러스엠,2018-12-13,개봉영화,장편,일본,48,30828650,3698,17891200,2072,코미디,12,일반영화,2018,30828
4771,해피 디 데이,켄 마리노,,그린나래미디어(주),(주)영화사 빅,2020-07-01,개봉영화,장편,미국,153,30493800,3694,12078220,1441,코미디,전체,독립/예술영화,2020,30493
4772,인천스텔라,백승기,꾸러기스튜디오,,(주)영화사 그램,2021-03-25,개봉영화,장편,한국,50,26516080,3692,16724910,2237,SF,12,독립/예술영화,2021,26516
4773,구원,이창무,새바엔터테인먼트,,(주)영화사오원,2021-04-08,개봉영화,장편,한국,32,25388250,3689,14832500,2424,스릴러,19,독립/예술영화,2021,25388
4774,퍼미션,브라이언 크라노,,(주)에스와이코마드,(주)에스와이코마드,2019-02-27,개봉영화,장편,미국,53,29192210,3685,18496910,2335,코미디,19,독립/예술영화,2019,29192
4775,프리다의 그해 여름,카를라 시몬,,(주)엔케이컨텐츠,(주)디스테이션,2018-10-25,개봉영화,장편,스페인,37,28802800,3684,17392800,2103,드라마,전체,독립/예술영화,2018,28802
4776,새벽의 약속,에릭 바르비에,,(주)일레븐엔터테인먼트,(주)일레븐엔터테인먼트,2018-11-22,개봉영화,장편,프랑스,21,28474850,3682,19711850,2327,드라마,15,독립/예술영화,2018,28474
4777,데스티네이션 웨딩,빅터 레빈,,(주)유로커뮤니케이션,(주)유로커뮤니케이션,2018-12-13,개봉영화,장편,미국,85,29269500,3679,15116000,1852,코미디,15,독립/예술영화,2018,29269
4778,적도,"렁록만,써니 럭",,판씨네마(주),판씨네마(주),2015-05-28,개봉영화,장편,홍콩,71,27026500,3679,13885500,1889,액션,15,일반영화,2015,27026
4779,침입자들 : 로봇의 역습,패트릭 라이언 심즈,,(주)미디어로그,(주)미디어데이,2014-05-15,개봉영화,장편,미국,20,24888000,3672,13875000,2101,액션,12,일반영화,2014,24888
4780,킬러의 보디가드 2: 킬러의 와이프,패트릭 휴즈,,(유)조이앤시네마,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2021-08-04,개봉영화,장편,미국,30,27538830,3671,13709850,1821,액션,15,일반영화,2021,27538
4781,소피의 세계,이제한,마름모필름,,찬란,2022-03-03,개봉영화,장편,한국,84,31288600,3663,18464400,2066,드라마,12,독립/예술영화,2022,31288
4782,지옥의 묵시록 파이널 컷,프란시스 포드 코폴라,,(주)엔케이컨텐츠,(주)디스테이션,2020-11-26,개봉영화,장편,미국,64,33943630,3663,20106200,2104,전쟁,19,독립/예술영화,2020,33943
4783,더 덴,재커리 도노휴,,㈜코리아스크린,와이드 릴리즈(주),2014-11-20,개봉영화,장편,미국,20,19989000,3656,4695000,674,공포(호러),19,일반영화,2014,19989
4784,아버지를 마지막으로 본 것은 언제입니까?,아넌드 터커,아르체 스트리트,(주)소나무픽쳐스,프리비젼엔터테인먼트,2010-05-27,개봉영화,장편,아일랜드,12,26589161,3656,16374700,2176,드라마,12,독립/예술영화,2010,26589
4785,밴드 비지트 - 어느 악단의 조용한 방문,에란 콜리린,,에이케이엔터테인먼트(주),에이케이엔터테인먼트(주),2008-03-13,개봉영화,장편,이스라엘,4,23563000,3652,17668000,2598,코미디,12,독립/예술영화,2008,23563
4786,플래닛 비보이,벤슨 리,,(주)솔강,(주)솔강,2009-10-15,개봉영화,장편,미국,13,25473594,3650,19134000,2687,다큐멘터리,전체,독립/예술영화,2009,25473
4787,발렛,프랑시스 베베르,,데이지엔터테인먼트,(주)영화사구안,2008-08-21,개봉영화,장편,프랑스,5,24895000,3649,17907500,2514,멜로/로맨스,12,독립/예술영화,2008,24895
4788,나의 서른에게,팽수혜,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2017-11-23,개봉영화,장편,홍콩,67,26418400,3646,16895900,2361,드라마,15,독립/예술영화,2017,26418
4789,힐빌리의 노래,론 하워드,,,메가박스중앙(주)플러스엠,2020-11-11,개봉영화,장편,미국,84,30682780,3646,17845500,2071,드라마,19,독립/예술영화,2020,30682
